Department,CourseNumber,CourseDivision,CourseName,Instructor,CourseDescription,ActiveFlag,Semester,Year,Term,Level,Prerequisites,Lab_Fee_Text,Lab_Fee,Class_Size_Text,Degree_Requirements,Lab_Fee_USD,Class_Size
HS,3021,NA,Intermediate Spanish I,"Pena, Karla","This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense. Objective: The students will be able to express themselves orally and through writing using a variety of vocabulary, the indicative and imperative moods, and some applications of the subjunctive mood. This includes a review of the present, preterite, future imperfect, preterite imperfect tenses, pronouns of object direct and indirect, imperative mood, expanded use of the ""to be"" and ""is"" verbs, the prepositions and simple conditional, the study and practice of the compound tenses of the indicative mood, present perfect, plus perfect, and future perfect. They will also study the subjunctive mood and verbs that express emotion. Evaluation Criteria:  two compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/ homework, class participation.

Level:  Intermediate.  Offered every fall.  Class limit: 10.  Lab fee: $20",TRUE,B18B,2018,B,NA,NA,"This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense",TRUE,: 10,NA,NA,10
HS,3021,NA,Intermediate Spanish I,"Pena, Karla","This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense. Objective: The students will be able to express themselves orally and through writing using a variety of vocabulary, the indicative and imperative moods, and some applications of the subjunctive mood. This includes a review of the present, preterite, future imperfect, preterite imperfect tenses, pronouns of object direct and indirect, imperative mood, expanded use of the ""to be"" and ""is"" verbs, the prepositions and simple conditional, the study and practice of the compound tenses of the indicative mood, present perfect, plus perfect, and future perfect. They will also study the subjunctive mood and verbs that express emotion. Evaluation Criteria:  two compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/ homework, class participation.

Level:  Intermediate.  Offered every fall.  Class limit: 10.  Lab fee: $20",TRUE,B19B,2019,B,NA,NA,"This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense",TRUE,: 10,NA,NA,10
HS,3021,NA,Intermediate Spanish I,"Pena, Karla","This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense. Objective: The students will be able to express themselves orally and through writing using a variety of vocabulary, the indicative and imperative moods, and some applications of the subjunctive mood. This includes a review of the present, preterite, future imperfect, preterite imperfect tenses, pronouns of object direct and indirect, imperative mood, expanded use of the ""to be"" and ""is"" verbs, the prepositions and simple conditional, the study and practice of the compound tenses of the indicative mood, present perfect, plus perfect, and future perfect. They will also study the subjunctive mood and verbs that express emotion. Evaluation Criteria:  two compositions, two auditory tests, two writing tests covering grammar, two oral tests, assignments/ homework, class participation.

Level:  Intermediate.  Offered every fall.  Class limit: 10.  Lab fee: $20",TRUE,B19Q,2019,Q,NA,NA,"This course is for students who are competent in the use of basic Spanish structures, of the simple and compound of the indicative tenses, and some forms of the imperative tense",TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B19B,2019,B,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B19Q,2019,Q,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B18B,2018,B,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B20Q,2020,Q,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B22B,2022,B,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
HS,5017,NA,Advanced Spanish I,"Pena, Karla","This course is for students who are competent in the principal grammatical forms of Spanish. In this class, students increase their mastery and automatic command of  grammar and nuances of  idiomatic usages, broaden their vocabulary in general and deepen it in targeted areas, enrich their understanding of  multiple dimensions of Hispanic  culture, and increase their ability to read, write, hear and speak in a variety of rhetorical forms and genres.  Student are evaluated based on class participation, homework and their ability to work effectively with multiple kinds of texts, interviews, conversations, formal interviews, oral presentations, writing exercises in different styles, and non-verbal communication. Typically offered in fall or winter. 

Level: Advanced. Prerequisites: Permission of instructor.  Class limit: 10. Lab fee: $20",TRUE,B22Q,2022,Q,Level: Advanced,Prerequisites: Permission of instructor,This course is for students who are competent in the principal grammatical forms of Spanish,TRUE,: 10,NA,NA,10
AD,2020,AD HY,History of Photography,"Winer, Joshua","This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital).  In this art history course, we will consider how the new visual discourse of photography was informed by both technological and social developments.  Photography cannot be defined as a unified medium; therefore, this course investigates both discontinuous as well as coalesced conventions within its own history; in other words, how and why photographs look different from each other.  In addition to noting external influences upon the photographic object, we will explore how photography helped to shape a variety of visual disciplines from painting to zines.  Accordingly, our class will discuss formal photographic syntax (how they are composed and the forms they appear represent) and allied aesthetic practices as well as the wider social and political issues that influenced the content of its visual culture.  We will study how artists use photographic practices in the context of social and activist functions to examine a diversity of subjects: gender and class, ethnic and national identity, among others; and, how categorical distinctions between mass culture and avant-garde art, commercial and fine art photography are not always stable.  Course readings include writings by historians, artists, and critics that reflect the unstable status of the photographic object within the intersections of science, technology and culture, aesthetic discourse and everyday documentation.  We will look at many photographs.  Students will be evaluated on their participation in class discussions, short essay assignments, and a final project or paper.

Level: Introductory/Intermediate. Prerequisites: none.  Class Limit: 15.  Lab Fee: $30.  Meets the following degree requirements: HY, AD",TRUE,B22B,2022,B,Level: Introductory,Prerequisites: none,This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital),TRUE,NA,"HY, AD",NA,NA
AD,2020,AD HY,History of Photography,"Winer, Joshua","This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital).  In this art history course, we will consider how the new visual discourse of photography was informed by both technological and social developments.  Photography cannot be defined as a unified medium; therefore, this course investigates both discontinuous as well as coalesced conventions within its own history; in other words, how and why photographs look different from each other.  In addition to noting external influences upon the photographic object, we will explore how photography helped to shape a variety of visual disciplines from painting to zines.  Accordingly, our class will discuss formal photographic syntax (how they are composed and the forms they appear represent) and allied aesthetic practices as well as the wider social and political issues that influenced the content of its visual culture.  We will study how artists use photographic practices in the context of social and activist functions to examine a diversity of subjects: gender and class, ethnic and national identity, among others; and, how categorical distinctions between mass culture and avant-garde art, commercial and fine art photography are not always stable.  Course readings include writings by historians, artists, and critics that reflect the unstable status of the photographic object within the intersections of science, technology and culture, aesthetic discourse and everyday documentation.  We will look at many photographs.  Students will be evaluated on their participation in class discussions, short essay assignments, and a final project or paper.

Level: Introductory/Intermediate. Prerequisites: none.  Class Limit: 15.  Lab Fee: $30.  Meets the following degree requirements: HY, AD",TRUE,B23C,2023,C,Level: Introductory,Prerequisites: none,This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital),TRUE,NA,"HY, AD",NA,NA
AD,2020,AD HY,History of Photography,"Winer, Joshua","This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital).  In this art history course, we will consider how the new visual discourse of photography was informed by both technological and social developments.  Photography cannot be defined as a unified medium; therefore, this course investigates both discontinuous as well as coalesced conventions within its own history; in other words, how and why photographs look different from each other.  In addition to noting external influences upon the photographic object, we will explore how photography helped to shape a variety of visual disciplines from painting to zines.  Accordingly, our class will discuss formal photographic syntax (how they are composed and the forms they appear represent) and allied aesthetic practices as well as the wider social and political issues that influenced the content of its visual culture.  We will study how artists use photographic practices in the context of social and activist functions to examine a diversity of subjects: gender and class, ethnic and national identity, among others; and, how categorical distinctions between mass culture and avant-garde art, commercial and fine art photography are not always stable.  Course readings include writings by historians, artists, and critics that reflect the unstable status of the photographic object within the intersections of science, technology and culture, aesthetic discourse and everyday documentation.  We will look at many photographs.  Students will be evaluated on their participation in class discussions, short essay assignments, and a final project or paper.

Level: Introductory/Intermediate. Prerequisites: none.  Class Limit: 15.  Lab Fee: $30.  Meets the following degree requirements: HY, AD",TRUE,B20C,2020,C,Level: Introductory,Prerequisites: none,This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital),TRUE,NA,"HY, AD",NA,NA
AD,2020,AD HY,History of Photography,"Winer, Joshua","This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital).  In this art history course, we will consider how the new visual discourse of photography was informed by both technological and social developments.  Photography cannot be defined as a unified medium; therefore, this course investigates both discontinuous as well as coalesced conventions within its own history; in other words, how and why photographs look different from each other.  In addition to noting external influences upon the photographic object, we will explore how photography helped to shape a variety of visual disciplines from painting to zines.  Accordingly, our class will discuss formal photographic syntax (how they are composed and the forms they appear represent) and allied aesthetic practices as well as the wider social and political issues that influenced the content of its visual culture.  We will study how artists use photographic practices in the context of social and activist functions to examine a diversity of subjects: gender and class, ethnic and national identity, among others; and, how categorical distinctions between mass culture and avant-garde art, commercial and fine art photography are not always stable.  Course readings include writings by historians, artists, and critics that reflect the unstable status of the photographic object within the intersections of science, technology and culture, aesthetic discourse and everyday documentation.  We will look at many photographs.  Students will be evaluated on their participation in class discussions, short essay assignments, and a final project or paper.

Level: Introductory/Intermediate. Prerequisites: none.  Class Limit: 15.  Lab Fee: $30.  Meets the following degree requirements: HY, AD",TRUE,B18C,2018,C,Level: Introductory,Prerequisites: none,This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital),TRUE,NA,"HY, AD",NA,NA
AD,2020,AD HY,History of Photography,"Winer, Joshua","This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital).  In this art history course, we will consider how the new visual discourse of photography was informed by both technological and social developments.  Photography cannot be defined as a unified medium; therefore, this course investigates both discontinuous as well as coalesced conventions within its own history; in other words, how and why photographs look different from each other.  In addition to noting external influences upon the photographic object, we will explore how photography helped to shape a variety of visual disciplines from painting to zines.  Accordingly, our class will discuss formal photographic syntax (how they are composed and the forms they appear represent) and allied aesthetic practices as well as the wider social and political issues that influenced the content of its visual culture.  We will study how artists use photographic practices in the context of social and activist functions to examine a diversity of subjects: gender and class, ethnic and national identity, among others; and, how categorical distinctions between mass culture and avant-garde art, commercial and fine art photography are not always stable.  Course readings include writings by historians, artists, and critics that reflect the unstable status of the photographic object within the intersections of science, technology and culture, aesthetic discourse and everyday documentation.  We will look at many photographs.  Students will be evaluated on their participation in class discussions, short essay assignments, and a final project or paper.

Level: Introductory/Intermediate. Prerequisites: none.  Class Limit: 15.  Lab Fee: $30.  Meets the following degree requirements: HY, AD",TRUE,B19Q,2019,Q,Level: Introductory,Prerequisites: none,This introductory course charts the history of photography from early nineteenth-century nascent technologies (daguerreotypes and tintypes) through to the diverse range of photographic media currently practiced by contemporary artists and photographers (film and digital),TRUE,NA,"HY, AD",NA,NA
ES,3022,ES QR,Differential Equations,"Feldman, David","Differential equations are an application of calculus used to model a  wide variety of physical and natural phenomena.  The rate at which a cup of coffee cools, populations of predators and prey in ecosystems, the spread of disease, and the behavior of electric circuits, are all examples of systems that have been described with differential  equations.  This course is an introduction to ordinary differential equations, intended for students who have completed a single-variable calculus course.  The course covers a variety of techniques for solving and understanding differential equations, including numerical  and qualitative solution methods.  Students will learn to solve and analyze differential equations using the python programming language. Students will also gain experience formulating mathematical models using differential equations.  To do so, we will discuss general  modeling principles and also consider several case studies.  In addition to learning the mathematics of differential equations, a central goal of this course is to gain skills necessary for research in the mathematical, natural, and social sciences.  This includes  conceptualizing and framing a research question, conducing a literature review, giving a research presentation, and writing up results in a style appropriate for publication.  

Evaluation will be based on class participation, bi-weekly problem  sets, and a term-long project culminating in a presentation and short research paper.  Some computer work will be required, but no computer experience is necessary. 

Level: Intermediate.  Prerequisites:  Calculus II or the equivalent or permission of instructor. Lab Fee: none.  Meets the following degree requirements: ES, QR",TRUE,B20B,2020,B,Level: Intermediate,Prerequisites:  Calculus II or the equivalent or permission of instructor,Differential equations are an application of calculus used to model a  wide variety of physical and natural phenomena,TRUE,NA,"ES, QR",NA,NA
HS,1042,HS,Globalization/Anti-Globalization,"van Vliet, Netta","The terms globalization and anti-globalization are often used to refer to increasing cultural homogeneity across the globe, but also to growing familiarity with multiple forms of diversity and intercultural exchange. These terms also reference notions of progress and development, but also increasing poverty and inequality. In this course, we will look at how historical perspectives of the forces of globalization -- including capitalism, European modernity and its colonial histories -- shape contemporary understandings of and debates over immigration, labor, gender and ethnic difference, national boundaries and their transgression, the law, justice and human rights. We will think critically about concepts such as agency, freedom, and even the notion of the human itself. Relatedly, this course will challenge you to think about the implications of how difference – national, gender, ethnic, and otherwise - is understood in terms of globalization for political problems such as war, poverty, environmental destruction, sexual violence, imperialism, and freedom of movement and expression. Over the course of the term, we will examine how human relations in specific locales are shaped through economic and cultural exchanges, mass media, different forms of representation and changing means of mobility. To this end, we will draw on specific examples from African, European, Middle Eastern and Latin American contexts. This is an interdisciplinary course that draws on the fields of anthropology, literature, feminist theory, and postcolonial studies. In addition to academic texts, we will be reading from novels, engaging with film, and listening to music. Evaluation of students will be based on the following: informal reading responses, one mid-term paper and one final paper, and class participation. 

Level: Introductory. Pre-requisites: None. Class Limit: 15.",TRUE,B21Q,2021,Q,Level: Introductory,NA,"The terms globalization and anti-globalization are often used to refer to increasing cultural homogeneity across the globe, but also to growing familiarity with multiple forms of diversity and intercultural exchange",FALSE,NA,NA,NA,NA
ED,1011,ED,Children's Literature,"Sweeney, Meryl","This course is a broad overview of children's literature and its place in the elementary school classroom.  It examines the range and trends in literature for children that includes all genres, prominent authors, illustrators, awards, critical evaluation, and integration into instruction across the curriculum.  Students participate in and design lessons which incorporate or extend children's response to literature.  They survey poetry and media appropriate for elementary students.  Students read an extensive amount of children's literature, keep a response journal, develop an author study, and create a teaching unit using children's literature.

Level:  Introductory.  Class limit: 15.  *ED*",TRUE,B20Q,2020,Q,NA,NA,This course is a broad overview of children's literature and its place in the elementary school classroom,FALSE,: 15,NA,NA,15
ED,1011,ED,Children's Literature,"Sweeney, Meryl","This course is a broad overview of children's literature and its place in the elementary school classroom.  It examines the range and trends in literature for children that includes all genres, prominent authors, illustrators, awards, critical evaluation, and integration into instruction across the curriculum.  Students participate in and design lessons which incorporate or extend children's response to literature.  They survey poetry and media appropriate for elementary students.  Students read an extensive amount of children's literature, keep a response journal, develop an author study, and create a teaching unit using children's literature.

Level:  Introductory.  Class limit: 15.  *ED*",TRUE,B22Q,2022,Q,NA,NA,This course is a broad overview of children's literature and its place in the elementary school classroom,FALSE,: 15,NA,NA,15
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B20C,2020,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B21Q,2021,Q,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B21C,2021,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B21C,2021,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B18C,2018,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B19C,2019,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1016,ADS,World Percussion,"Bennett, Michael","This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music.  In addition to enjoying themselves and having a better understanding of the world of percussion, students master rhythmic notation, counting and subdivision, time signature, and reading percussion music.  Requirements include: test on notation, composition of a percussion ensemble solo that will be performed by the group, and a paper on a percussion topic of student's choice with approval of the instructor.

Level:  Introductory.  Prerequisites: None. Class limit: 12.  Lab fee: None. Meets the following degree requirements: ADS.",TRUE,B23C,2023,C,NA,Prerequisites: None,"This is a ""hands on"" class for learning and performing conga, snare drum, drum set, hand percussion techniques, focusing on the role of percussion in European, Latin American, African, and American music",TRUE,: 12,ADS.,NA,12
AD,1017,AD HY,The History of Rock,"Cooper, John","The History of Rock......""We were just the spokesmen for a generation"" A social history of Rock and Roll, from it's origination in the Blues, through the Rhythm and Blues of the 50's, into the era of Little Richard, Chuck Berry, and Elvis. From the British invasion to heavy metal, rap, and even Dylan and other poets like him that couldn't sing either. We've got it covered. You will listen to it,  you will read about it, you will watch it happen on videos (no BeeGees or Tony Orlando)...we will connect it to the times......and what turbulent times they were.  If you are interested in what happened culturally in this country between 1950 and today, you need not look any farther than this course. For ""the music of the people"", ROCK, accurately reflects the varying peaks and valleys of much of the events of the past half century.   

Level: Introductory.  Prerequisites: none.  Class limit: 20.  Lab fee $10.  Meets the following degree requirements: AD, HY",TRUE,B21C,2021,C,Level: Introductory,Prerequisites: none,The History of Rock,TRUE,: 20,"AD, HY",NA,20
AD,1017,AD HY,The History of Rock,"Cooper, John","The History of Rock......""We were just the spokesmen for a generation"" A social history of Rock and Roll, from it's origination in the Blues, through the Rhythm and Blues of the 50's, into the era of Little Richard, Chuck Berry, and Elvis. From the British invasion to heavy metal, rap, and even Dylan and other poets like him that couldn't sing either. We've got it covered. You will listen to it,  you will read about it, you will watch it happen on videos (no BeeGees or Tony Orlando)...we will connect it to the times......and what turbulent times they were.  If you are interested in what happened culturally in this country between 1950 and today, you need not look any farther than this course. For ""the music of the people"", ROCK, accurately reflects the varying peaks and valleys of much of the events of the past half century.   

Level: Introductory.  Prerequisites: none.  Class limit: 20.  Lab fee $10.  Meets the following degree requirements: AD, HY",TRUE,B20C,2020,C,Level: Introductory,Prerequisites: none,The History of Rock,TRUE,: 20,"AD, HY",NA,20
AD,1026,ADS,Introduction to Photography,"Winer, Joshua","Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art.  Being able to use the camera as an effective tool for self expression or in the pursuit of a documentary project is a skill which is applicable to a large number of COA students.  A broad introduction to photography and digital printing,  this course will introduce the principles and applied techniques of contemporary photographic practices.  Designed to put the student in charge of their camera, we'll begin with basic camera controls such as aperture and shutter speed and progress on to more advanced topics such as the proper use of 'flash'.  Also covered will be an introduction to Adobe Photoshop and/or Adobe Lightroom as well as good printing practices in a digital environment. Students will be evaluated on the quality of finished prints included in a final portfolio, their participation in class exercises and critiques and individual growth over the course of the term.  

Level: Introductory. Prerequisites: none. Lab Fee: $110.  Class Limit: 13.  Meets the following requirements: ADS",TRUE,B20Q,2020,Q,Level: Introductory,Prerequisites: none,"Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art",TRUE,NA,NA,NA,NA
AD,1026,ADS,Introduction to Photography,"Winer, Joshua","Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art.  Being able to use the camera as an effective tool for self expression or in the pursuit of a documentary project is a skill which is applicable to a large number of COA students.  A broad introduction to photography and digital printing,  this course will introduce the principles and applied techniques of contemporary photographic practices.  Designed to put the student in charge of their camera, we'll begin with basic camera controls such as aperture and shutter speed and progress on to more advanced topics such as the proper use of 'flash'.  Also covered will be an introduction to Adobe Photoshop and/or Adobe Lightroom as well as good printing practices in a digital environment. Students will be evaluated on the quality of finished prints included in a final portfolio, their participation in class exercises and critiques and individual growth over the course of the term.  

Level: Introductory. Prerequisites: none. Lab Fee: $110.  Class Limit: 13.  Meets the following requirements: ADS",TRUE,B20B,2020,B,Level: Introductory,Prerequisites: none,"Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art",TRUE,NA,NA,NA,NA
AD,1026,ADS,Introduction to Photography,"Winer, Joshua","Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art.  Being able to use the camera as an effective tool for self expression or in the pursuit of a documentary project is a skill which is applicable to a large number of COA students.  A broad introduction to photography and digital printing,  this course will introduce the principles and applied techniques of contemporary photographic practices.  Designed to put the student in charge of their camera, we'll begin with basic camera controls such as aperture and shutter speed and progress on to more advanced topics such as the proper use of 'flash'.  Also covered will be an introduction to Adobe Photoshop and/or Adobe Lightroom as well as good printing practices in a digital environment. Students will be evaluated on the quality of finished prints included in a final portfolio, their participation in class exercises and critiques and individual growth over the course of the term.  

Level: Introductory. Prerequisites: none. Lab Fee: $110.  Class Limit: 13.  Meets the following requirements: ADS",TRUE,B21B,2021,B,Level: Introductory,Prerequisites: none,"Photography is a common language spoken across cultural, economic and geographical boundaries - used in news gathering, commerce and fine art",TRUE,NA,NA,NA,NA
